0,1,2,3
0.190665464741413,5.083873349466824,6.463152526396398,1
1.8177356998406435,6.918715819801289,6.034495500180049,0
7.469889667171112,6.148594651632893,4.397604847676819,0
6.242181539810284,6.837234479982557,5.549342866314491,0
4.278846761405935,0.6690827047322068,5.442591807976431,0
0.14913236543386055,4.608842419556676,6.448028920942796,0
9.798298463958176,1.2282603106131473,7.924144024754671,0
9.649208323308153,0.4739353514679867,4.908962663399433,0
7.623911964905074,7.52278404143318,7.508937359468789,1
7.170730209068298,4.221963729625655,0.28785938820231616,0
6.616766548646576,1.0857574369900413,7.239983073565115,0
4.964514974908245,8.256318906888549,2.3737185231927116,0
5.196262894943214,2.3571480759458163,0.4014404883268208,0
8.675830482491476,1.2943073938276772,9.53877947892649,0
9.494539225986657,4.632286277723935,7.273960936295674,0
0.7822582016435897,8.50162085655815,6.862471927368336,0
0.6664580824240918,4.304782806993518,2.822453972465281,1
1.0566535324685433,2.4455590667327765,9.119109088724075,1
1.3017173142966243,2.4460923319882513,9.708938085916362,1
0.25822029370858646,6.90294647052071,2.9356451346596515,1
1.2378635317733588,2.1327931373426945,2.5356838068743217,1
0.1643465347549644,5.76233982650982,8.191489148670328,0
6.104602971656018,9.871799953824288,3.470928264667703,0
0.8430358733696564,6.914693154380132,1.1774755538594839,1
2.483303058709778,8.844311353422263,1.6570166123157337,0
0.321432687730826,2.7128297153864054,2.3466095655645622,1
1.4773150886302067,3.12543318301178,2.052577567967493,1
7.703253712336885,2.1548080590420415,3.50941435009557,1
6.060865538444093,4.120201299157648,3.2457857014836367,0
6.585296253380654,4.281141615808812,7.261792463577147,1
2.9058161340706756,0.07489208186083895,1.7500129796201913,1
9.687079398158478,4.113880768319188,0.4241156371502075,0
9.88206984599724,0.5534355636533839,0.022119492799244078,0
8.884443047765812,4.609610672438077,9.754851857033506,1
4.167804915371343,2.203820836473768,1.69853890327624,0
0.22970748002188235,4.5100926943281205,2.565281553447626,1
3.4852536605588558,7.5685183242813565,5.442630315761621,1
6.680080802486987,7.897519419395859,0.3499766711698238,0
3.2534278887766654,4.6604406719634675,8.951096215451534,1
8.047660144120547,8.448759593646134,8.288664321031723,1
5.151461850658378,6.95289305639765,7.530552493727093,0
5.593768584577356,3.6809983968661886,0.3942422122552258,1
